"","major","year","men","women","type"
"6943","住居学",1975,0,112,2
"6944","児童学",1975,0,148,2
"6945","教育学",1975,1010,918,2
"6946","小学校課程",1975,14900,29311,2
"6947","中学校課程",1975,8686,9090,2
"6948","高等学校課程",1975,396,536,2
"6949","特別教科課程",1975,2735,2555,2
"6950","盲学校課程",1975,45,73,2
"6951","聾学校課程",1975,84,241,2
"6952","養護学校課程",1975,966,2946,2
"6953","幼稚園課程",1975,97,2206,2
"6954","体育学",1975,393,105,2
"6955","体育専門学群",1975,361,114,2
"6956","その他",1975,145,122,2
"6957","美術",1975,305,99,2
"6958","デザイン",1975,35,8,2
"6959","音楽",1975,373,542,2
"6960","芸術専門学群",1975,40,30,2
"6961","その他",1975,360,180,2
"6962","教養学",1975,537,152,2
"6963","人文・社会・自然科学",1975,168,57,2
"6964","教養課程（文科）",1975,4005,917,2
"6965","教養課程（理科）",1975,6251,346,2
"6966","教養課程（その他）",1975,0,0,2
"6967","30",2019,61352,74945,3
"6968","令和元年度",2019,62343,76310,3
"6969","文学",2019,2042,5744,3
"6970","史学",2019,189,233,3
"6971","哲学",2019,0,157,3
"6972","その他",2019,3469,6906,3
"6973","法学・政治学",2019,1154,1029,3
"6974","商学・経済学",2019,12952,8672,3
"6975","社会学",2019,2757,4928,3
"6976","その他",2019,2625,3448,3
"6977","数学",2019,174,28,3
"6978","物理学",2019,223,41,3
"6979","化学",2019,196,87,3
"6980","生物学",2019,472,211,3
"6981","地学",2019,96,43,3
"6982","その他",2019,980,909,3
"6983","機械工学",2019,3137,245,3
"6984","電気通信工学",2019,6042,927,3
"6985","土木建築工学",2019,730,318,3
"6986","応用化学",2019,980,360,3
"6987","応用理学",2019,0,0,3
"6988","原子力工学",2019,0,0,3
"6989","鉱山学",2019,0,0,3
"6990","金属工学",2019,0,0,3
"6991","繊維工学",2019,0,0,3
"6992","船舶工学",2019,0,0,3
"6993","航空工学",2019,84,9,3
"6994","経営工学",2019,248,77,3
"6995","工芸学",2019,0,0,3
"6996","その他",2019,5954,2720,3
"6997","農学",2019,211,166,3
"6998","農芸化学",2019,52,132,3
"6999","農業工学",2019,92,91,3
"7000","農業経済学",2019,243,415,3
"7001","林学",2019,85,73,3
"7002","林産学",2019,0,0,3
"7003","獣医学畜産学",2019,147,114,3
"7004","水産学",2019,164,57,3
"7005","その他",2019,1244,1069,3
"7006","医学",2019,3612,1567,3
"7007","歯学",2019,307,270,3
"7008","薬学",2019,1050,1067,3
"7009","看護学",2019,1031,15209,3
"7010","その他",2019,1142,3441,3
"7011","商船学",2019,0,0,3
"7012","家政学",2019,100,482,3
"7013","食物学",2019,181,1949,3
"7014","被服学",2019,0,0,3
"7015","住居学",2019,0,0,3
"7016","児童学",2019,0,0,3
"7017","その他",2019,0,0,3
"7018","教育学",2019,128,652,3
"7019","小学校課程",2019,0,0,3
"7020","中学校課程",2019,0,0,3
"7021","高等学校課程",2019,0,0,3
"7022","特別教科課程",2019,0,0,3
"7023","盲学校課程",2019,0,0,3
"7024","聾学校課程",2019,0,0,3
"7025","中等教育学校課程",2019,0,0,3
"7026","養護学校課程",2019,0,0,3
"7027","幼稚園課程",2019,0,0,3
"7028","体育学",2019,244,170,3
"7029","障害児教育課程",2019,0,0,3
"7030","特別支援教育課程",2019,0,0,3
"7031","その他",2019,292,1046,3
"7032","美術",2019,432,1695,3
"7033","デザイン",2019,435,1143,3
"7034","音楽",2019,171,664,3
"7035","その他",2019,224,1248,3
"7036","教養学",2019,216,579,3
"7037","総合科学",2019,0,0,3
"7038","教養課程（文科）",2019,0,0,3
"7039","教養課程（理科）",2019,190,43,3
"7040","教養課程（その他）",2019,0,0,3
"7041","人文・社会科学",2019,103,319,3
"7042","国際関係学（国際関係学部）",2019,119,181,3
"7043","人間関係科学",2019,0,0,3
"7044","その他",2019,5624,5376,3
"7045","29",2018,60150,73607,3
"7046","30",2018,61352,74945,3
"7047","文学",2018,2032,5764,3
"7048","史学",2018,179,242,3
"7049","哲学",2018,0,155,3
"7050","その他",2018,3950,7083,3
"7051","法学・政治学",2018,1029,959,3
"7052","商学・経済学",2018,12548,8227,3
"7053","社会学",2018,2896,4968,3
"7054","その他",2018,2710,3546,3
"7055","数学",2018,135,21,3
"7056","物理学",2018,180,34,3
"7057","化学",2018,154,83,3
"7058","生物学",2018,310,247,3
"7059","地学",2018,76,37,3
"7060","その他",2018,865,669,3
"7061","機械工学",2018,2955,219,3
"7062","電気通信工学",2018,5560,861,3
"7063","土木建築工学",2018,649,264,3
"7064","応用化学",2018,979,324,3
"7065","応用理学",2018,0,0,3
"7066","原子力工学",2018,0,0,3
"7067","鉱山学",2018,0,0,3
"7068","金属工学",2018,0,0,3
"7069","繊維工学",2018,0,0,3
"7070","船舶工学",2018,0,0,3
"7071","航空工学",2018,39,5,3
"7072","経営工学",2018,285,89,3
"7073","工芸学",2018,0,0,3
"7074","その他",2018,6010,2723,3
"7075","農学",2018,216,163,3
"7076","農芸化学",2018,50,127,3
"7077","農業工学",2018,96,91,3
"7078","農業経済学",2018,236,400,3
"7079","林学",2018,89,69,3
"7080","林産学",2018,0,0,3
"7081","獣医学畜産学",2018,148,116,3
"7082","水産学",2018,160,56,3
"7083","その他",2018,1275,1081,3
"7084","医学",2018,3646,1543,3
"7085","歯学",2018,313,267,3
"7086","薬学",2018,1007,979,3
"7087","看護学",2018,1147,14938,3
"7088","その他",2018,1177,3251,3
"7089","商船学",2018,0,0,3
"7090","家政学",2018,118,513,3
"7091","食物学",2018,193,1960,3
"7092","被服学",2018,0,0,3
"7093","住居学",2018,0,0,3
"7094","児童学",2018,0,0,3
"7095","その他",2018,0,0,3
"7096","教育学",2018,120,662,3
"7097","小学校課程",2018,0,0,3
"7098","中学校課程",2018,0,0,3
"7099","高等学校課程",2018,0,0,3
"7100","特別教科課程",2018,0,0,3
"7101","盲学校課程",2018,0,0,3
"7102","聾学校課程",2018,0,0,3
"7103","中等教育学校課程",2018,0,0,3
"7104","養護学校課程",2018,0,0,3
"7105","幼稚園課程",2018,0,0,3
"7106","体育学",2018,232,177,3
"7107","障害児教育課程",2018,0,0,3
"7108","特別支援教育課程",2018,0,0,3
"7109","その他",2018,340,1053,3
"7110","美術",2018,439,1684,3
"7111","デザイン",2018,433,1150,3
"7112","音楽",2018,171,658,3
"7113","その他",2018,233,1240,3
"7114","教養学",2018,127,350,3
"7115","総合科学",2018,0,0,3
"7116","教養課程（文科）",2018,0,0,3
"7117","教養課程（理科）",2018,184,49,3
"7118","教養課程（その他）",2018,0,0,3
"7119","人文・社会科学",2018,115,314,3
"7120","国際関係学（国際関係学部）",2018,124,178,3
"7121","人間関係科学",2018,0,0,3
"7122","その他",2018,5422,5356,3
"7123","28",2017,59389,72017,3
"7124","29",2017,60150,73607,3
"7125","文学",2017,2067,5865,3
"7126","史学",2017,171,249,3
"7127","哲学",2017,0,149,3
"7128","その他",2017,4422,7182,3
"7129","法学・政治学",2017,904,859,3
"7130","商学・経済学",2017,12284,7845,3
"7131","社会学",2017,3005,4930,3
"7132","その他",2017,2793,3556,3
"7133","数学",2017,103,12,3
"7134","物理学",2017,141,22,3
"7135","化学",2017,135,62,3
"7136","生物学",2017,293,212,3
"7137","地学",2017,61,22,3
"7138","その他",2017,803,657,3
"7139","機械工学",2017,2492,168,3
"7140","電気通信工学",2017,5057,796,3
"7141","土木建築工学",2017,578,209,3
"7142","応用化学",2017,935,288,3
"7143","応用理学",2017,2,0,3
"7144","原子力工学",2017,0,0,3
"7145","鉱山学",2017,0,0,3
"7146","金属工学",2017,0,0,3
"7147","繊維工学",2017,0,0,3
"7148","船舶工学",2017,0,0,3
"7149","航空工学",2017,0,0,3
"7150","経営工学",2017,113,52,3
"7151","工芸学",2017,0,0,3
"7152","その他",2017,5916,2615,3
"7153","農学",2017,229,160,3
"7154","農芸化学",2017,46,132,3
"7155","農業工学",2017,93,88,3
"7156","農業経済学",2017,230,377,3
"7157","林学",2017,92,71,3
"7158","林産学",2017,0,0,3
"7159","獣医学畜産学",2017,147,122,3
"7160","水産学",2017,152,58,3
"7161","その他",2017,1292,1098,3
"7162","医学",2017,3586,1569,3
"7163","歯学",2017,307,268,3
"7164","薬学",2017,950,927,3
"7165","看護学",2017,1246,14784,3
"7166","その他",2017,1213,3153,3
"7167","商船学",2017,0,0,3
"7168","家政学",2017,112,514,3
"7169","食物学",2017,190,1936,3
"7170","被服学",2017,0,0,3
"7171","住居学",2017,0,0,3
"7172","児童学",2017,0,0,3
"7173","その他",2017,0,0,3
"7174","教育学",2017,128,654,3
"7175","小学校課程",2017,0,0,3
"7176","中学校課程",2017,0,0,3
"7177","高等学校課程",2017,0,0,3
"7178","特別教科課程",2017,0,0,3
"7179","盲学校課程",2017,0,0,3
"7180","聾学校課程",2017,0,0,3
"7181","中等教育学校課程",2017,0,0,3
"7182","養護学校課程",2017,0,0,3
"7183","幼稚園課程",2017,0,0,3
"7184","体育学",2017,233,185,3
"7185","障害児教育課程",2017,0,0,3
"7186","特別支援教育課程",2017,0,0,3
"7187","その他",2017,406,1039,3
"7188","美術",2017,421,1584,3
"7189","デザイン",2017,437,1146,3
"7190","音楽",2017,184,650,3
"7191","その他",2017,256,1334,3
"7192","教養学",2017,126,360,3
"7193","総合科学",2017,0,0,3
"7194","教養課程（文科）",2017,0,0,3
"7195","教養課程（理科）",2017,186,43,3
"7196","教養課程（その他）",2017,0,0,3
"7197","人文・社会科学",2017,118,317,3
"7198","国際関係学（国際関係学部）",2017,133,173,3
"7199","人間関係科学",2017,0,0,3
"7200","その他",2017,5362,5115,3
"7201","27",2016,58711,70907,3
"7202","28",2016,59389,72017,3
"7203","文学",2016,2050,5855,3
"7204","史学",2016,166,247,3
"7205","哲学",2016,0,149,3
"7206","その他",2016,4506,7217,3
"7207","法学・政治学",2016,920,833,3
"7208","商学・経済学",2016,11909,7528,3
"7209","社会学",2016,2520,4465,3
"7210","その他",2016,2795,3452,3
"7211","数学",2016,105,15,3
"7212","物理学",2016,141,22,3
"7213","化学",2016,139,59,3
"7214","生物学",2016,283,227,3
"7215","地学",2016,68,19,3
"7216","その他",2016,799,650,3
"7217","機械工学",2016,2487,171,3
"7218","電気通信工学",2016,4976,727,3
"7219","土木建築工学",2016,554,204,3
"7220","応用化学",2016,923,274,3
"7221","応用理学",2016,4,0,3
"7222","原子力工学",2016,0,0,3
"7223","鉱山学",2016,0,0,3
"7224","金属工学",2016,0,0,3
"7225","繊維工学",2016,0,0,3
"7226","船舶工学",2016,0,0,3
"7227","航空工学",2016,3,0,3
"7228","経営工学",2016,124,43,3
"7229","工芸学",2016,0,0,3
"7230","その他",2016,5770,2478,3
"7231","農学",2016,231,168,3
"7232","農芸化学",2016,43,136,3
"7233","農業工学",2016,86,91,3
"7234","農業経済学",2016,224,359,3
"7235","林学",2016,92,77,3
"7236","林産学",2016,0,0,3
"7237","獣医学畜産学",2016,156,117,3
"7238","水産学",2016,154,59,3
"7239","その他",2016,1309,1101,3
"7240","医学",2016,3575,1562,3
"7241","歯学",2016,319,256,3
"7242","薬学",2016,981,922,3
"7243","看護学",2016,1307,14565,3
"7244","その他",2016,1256,3116,3
"7245","商船学",2016,0,0,3
"7246","家政学",2016,257,593,3
"7247","食物学",2016,186,1882,3
"7248","被服学",2016,0,0,3
"7249","住居学",2016,0,0,3
"7250","児童学",2016,0,0,3
"7251","その他",2016,0,0,3
"7252","教育学",2016,125,657,3
"7253","小学校課程",2016,0,0,3
"7254","中学校課程",2016,0,0,3
"7255","高等学校課程",2016,0,0,3
"7256","特別教科課程",2016,0,0,3
"7257","盲学校課程",2016,0,0,3
"7258","聾学校課程",2016,0,0,3
"7259","中等教育学校課程",2016,0,0,3
"7260","養護学校課程",2016,0,0,3
"7261","幼稚園課程",2016,0,0,3
"7262","体育学",2016,230,185,3
"7263","障害児教育課程",2016,0,0,3
"7264","特別支援教育課程",2016,0,0,3
"7265","その他",2016,398,1042,3
"7266","美術",2016,400,1472,3
"7267","デザイン",2016,460,1130,3
"7268","音楽",2016,190,647,3
"7269","その他",2016,283,1422,3
"7270","教養学",2016,117,375,3
"7271","総合科学",2016,0,0,3
"7272","教養課程（文科）",2016,0,0,3
"7273","教養課程（理科）",2016,181,41,3
"7274","教養課程（その他）",2016,0,0,3
"7275","人文・社会科学",2016,129,216,3
"7276","国際関係学（国際関係学部）",2016,125,180,3
"7277","人間関係科学",2016,0,0,3
"7278","その他",2016,5333,5011,3
"7279","26",2015,58808,70070,3
"7280","27",2015,58711,70907,3
"7281","文学",2015,2059,5840,3
"7282","史学",2015,161,246,3
"7283","哲学",2015,0,148,3
"7284","その他",2015,4511,7222,3
"7285","法学・政治学",2015,913,809,3
"7286","商学・経済学",2015,11794,7338,3
"7287","社会学",2015,2569,4436,3
"7288","その他",2015,2810,3355,3
"7289","数学",2015,113,17,3
"7290","物理学",2015,149,16,3
"7291","化学",2015,141,60,3
"7292","生物学",2015,293,231,3
"7293","地学",2015,64,24,3
"7294","その他",2015,840,650,3
"7295","機械工学",2015,2224,146,3
"7296","電気通信工学",2015,4677,690,3
"7297","土木建築工学",2015,575,194,3
"7298","応用化学",2015,659,199,3
"7299","応用理学",2015,4,1,3
"7300","原子力工学",2015,0,0,3
"7301","鉱山学",2015,0,0,3
"7302","金属工学",2015,0,0,3
"7303","繊維工学",2015,0,0,3
"7304","船舶工学",2015,0,0,3
"7305","航空工学",2015,13,0,3
"7306","経営工学",2015,119,51,3
"7307","工芸学",2015,0,0,3
"7308","その他",2015,5807,2401,3
"7309","農学",2015,231,165,3
"7310","農芸化学",2015,41,132,3
"7311","農業工学",2015,88,91,3
"7312","農業経済学",2015,233,356,3
"7313","林学",2015,89,80,3
"7314","林産学",2015,0,0,3
"7315","獣医学畜産学",2015,152,120,3
"7316","水産学",2015,152,52,3
"7317","その他",2015,1305,1095,3
"7318","医学",2015,3541,1545,3
"7319","歯学",2015,330,252,3
"7320","薬学",2015,1002,944,3
"7321","看護学",2015,1370,14357,3
"7322","その他",2015,1276,3088,3
"7323","商船学",2015,0,0,3
"7324","家政学",2015,250,607,3
"7325","食物学",2015,173,1846,3
"7326","被服学",2015,0,0,3
"7327","住居学",2015,0,0,3
"7328","児童学",2015,0,0,3
"7329","その他",2015,0,0,3
"7330","教育学",2015,124,646,3
"7331","小学校課程",2015,0,0,3
"7332","中学校課程",2015,0,0,3
"7333","高等学校課程",2015,0,0,3
"7334","特別教科課程",2015,0,0,3
"7335","盲学校課程",2015,0,0,3
"7336","聾学校課程",2015,0,0,3
"7337","中等教育学校課程",2015,0,0,3
"7338","養護学校課程",2015,0,0,3
"7339","幼稚園課程",2015,0,0,3
"7340","体育学",2015,225,191,3
"7341","障害児教育課程",2015,0,0,3
"7342","特別支援教育課程",2015,0,0,3
"7343","その他",2015,384,1028,3
"7344","美術",2015,375,1350,3
"7345","デザイン",2015,454,1078,3
"7346","音楽",2015,197,637,3
"7347","その他",2015,280,1446,3
"7348","教養学",2015,111,375,3
"7349","総合科学",2015,0,0,3
"7350","教養課程（文科）",2015,0,0,3
"7351","教養課程（理科）",2015,178,47,3
"7352","教養課程（その他）",2015,0,0,3
"7353","人文・社会科学",2015,119,220,3
"7354","国際関係学（国際関係学部）",2015,128,177,3
"7355","人間関係科学",2015,0,0,3
"7356","その他",2015,5408,4908,3
"7357","25",2014,58185,68959,3
"7358","26",2014,58808,70070,3
"7359","文学",2014,2038,5861,3
"7360","史学",2014,159,245,3
"7361","哲学",2014,0,151,3
"7362","その他",2014,4475,7219,3
"7363","法学・政治学",2014,933,818,3
"7364","商学・経済学",2014,11827,7464,3
"7365","社会学",2014,2603,4489,3
"7366","その他",2014,2894,3197,3
"7367","数学",2014,146,21,3
"7368","物理学",2014,185,15,3
"7369","化学",2014,139,65,3
"7370","生物学",2014,319,267,3
"7371","地学",2014,69,20,3
"7372","その他",2014,826,609,3
"7373","機械工学",2014,2150,113,3
"7374","電気通信工学",2014,4677,651,3
"7375","土木建築工学",2014,573,189,3
"7376","応用化学",2014,652,183,3
"7377","応用理学",2014,25,4,3
"7378","原子力工学",2014,0,0,3
"7379","鉱山学",2014,0,0,3
"7380","金属工学",2014,0,0,3
"7381","繊維工学",2014,0,0,3
"7382","船舶工学",2014,0,0,3
"7383","航空工学",2014,50,5,3
"7384","経営工学",2014,131,38,3
"7385","工芸学",2014,0,0,3
"7386","その他",2014,5693,2126,3
"7387","農学",2014,230,176,3
"7388","農芸化学",2014,45,142,3
"7389","農業工学",2014,92,91,3
"7390","農業経済学",2014,300,362,3
"7391","林学",2014,86,83,3
"7392","林産学",2014,0,0,3
"7393","獣医学畜産学",2014,157,117,3
"7394","水産学",2014,156,53,3
"7395","その他",2014,1295,1077,3
"7396","医学",2014,3489,1504,3
"7397","歯学",2014,316,259,3
"7398","薬学",2014,1047,939,3
"7399","看護学",2014,1320,14141,3
"7400","その他",2014,1253,3073,3
"7401","商船学",2014,0,0,3
"7402","家政学",2014,246,591,3
"7403","食物学",2014,158,1787,3
"7404","被服学",2014,0,0,3
"7405","住居学",2014,0,0,3
"7406","児童学",2014,0,0,3
"7407","その他",2014,0,0,3
"7408","教育学",2014,124,634,3
"7409","小学校課程",2014,0,0,3
"7410","中学校課程",2014,0,0,3
"7411","高等学校課程",2014,0,0,3
"7412","特別教科課程",2014,0,0,3
"7413","盲学校課程",2014,0,0,3
"7414","聾学校課程",2014,0,0,3
"7415","中等教育学校課程",2014,0,0,3
"7416","養護学校課程",2014,0,0,3
"7417","幼稚園課程",2014,0,0,3
"7418","体育学",2014,234,185,3
"7419","障害児教育課程",2014,0,0,3
"7420","特別支援教育課程",2014,0,0,3
"7421","その他",2014,379,986,3
